Name,Hit end,Hit start,Query,Query coverage,Query end,Query start,Sequence Length
18_2c7876a7-6b8c-4a69-921e-8da6a39f71b1,83,4727,LmxM.23_left_10kb - bases 201 - 10000,48.38%,4741,1,11291
18_2c302685-b468-46f2-890a-63e311ac0dc0,2115,2292,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.79%,175,1,3311
18_2c302685-b468-46f2-890a-63e311ac0dc0,79,2231,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,22.15%,2171,1,3311
18_02cf5b47-1cdc-4384-830f-d3d6c725ffcd,3712,866,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,30.13%,2958,6,3714
18_2d1ec25b-4afb-4288-be89-5796cf55dea0,3984,4216,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.39%,234,1,5295
18_2e8fd96c-36b9-4162-8eeb-241d0464686b,5061,5150,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,7191
18_2e8fd96c-36b9-4162-8eeb-241d0464686b,5060,5178,LmxM.12_left_10kb - bases 201 - 10000,1.22%,121,2,7191
18_2e8fd96c-36b9-4162-8eeb-241d0464686b,5061,5258,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,7191
18_2e8fd96c-36b9-4162-8eeb-241d0464686b,5061,5225,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.68%,172,8,7191
18_2e09f7eb-ce3e-437e-b0cf-dcfc2033750e,56642,66197,LmxM.31 (reversed)_right_10kb - bases 201 - 10000,100.00%,9800,1,67802
18_2e377eef-9404-4c47-a0f6-6fc7a294ad6d,4548,683,LmxM.05_left_10kb - bases 201 - 10000,39.87%,3907,1,4589
18_2e390e42-cf4b-4767-9855-23b64bcd0e6d,3395,3546,LmxM.19_left_10kb - bases 201 - 10000,1.58%,155,1,4848
18_2e390e42-cf4b-4767-9855-23b64bcd0e6d,3394,3575,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.85%,182,2,4848
18_2e390e42-cf4b-4767-9855-23b64bcd0e6d,3414,3645,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.39%,234,1,4848
18_2e390e42-cf4b-4767-9855-23b64bcd0e6d,3402,3573,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.76%,172,1,4848
18_2e0936de-8b8a-4afd-b20b-58f4ab061cb0,10066,10242,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.79%,175,1,14342
18_2e0936de-8b8a-4afd-b20b-58f4ab061cb0,2261,10182,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,82.77%,8111,1,14342
18_2e0936de-8b8a-4afd-b20b-58f4ab061cb0,1603,4170,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,27.52%,8111,5415,14342
18_2e0936de-8b8a-4afd-b20b-58f4ab061cb0,1823,4388,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,27.52%,8111,5415,14342
18_2e0936de-8b8a-4afd-b20b-58f4ab061cb0,1167,3738,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,27.52%,8111,5415,14342
18_2e0936de-8b8a-4afd-b20b-58f4ab061cb0,1384,3957,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,27.52%,8111,5415,14342
18_2e0936de-8b8a-4afd-b20b-58f4ab061cb0,2042,4601,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,27.52%,8111,5415,14342
18_2e0936de-8b8a-4afd-b20b-58f4ab061cb0,954,3519,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,27.43%,8102,5415,14342
18_2e0936de-8b8a-4afd-b20b-58f4ab061cb0,521,3080,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,27.52%,8111,5415,14342
18_2e0936de-8b8a-4afd-b20b-58f4ab061cb0,737,3299,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,27.52%,8111,5415,14342
18_2e0936de-8b8a-4afd-b20b-58f4ab061cb0,304,2861,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,27.52%,8111,5415,14342
18_2e0936de-8b8a-4afd-b20b-58f4ab061cb0,79,2642,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,27.60%,8119,5415,14342
18_2e0936de-8b8a-4afd-b20b-58f4ab061cb0,2480,4816,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,25.10%,8111,5652,14342
18_2e0936de-8b8a-4afd-b20b-58f4ab061cb0,87,2423,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,25.15%,7879,5415,14342
18_2e0936de-8b8a-4afd-b20b-58f4ab061cb0,2699,4819,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,22.81%,8111,5877,14342
18_2e0936de-8b8a-4afd-b20b-58f4ab061cb0,89,2204,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,22.78%,7646,5415,14342
18_2e0936de-8b8a-4afd-b20b-58f4ab061cb0,2918,4819,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,20.49%,8111,6104,14342
18_2e0936de-8b8a-4afd-b20b-58f4ab061cb0,87,1985,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,20.47%,7420,5415,14342
18_2e0936de-8b8a-4afd-b20b-58f4ab061cb0,3137,4819,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,18.16%,8111,6332,14342
18_2e0936de-8b8a-4afd-b20b-58f4ab061cb0,87,1766,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,18.07%,7185,5415,14342
18_2e0936de-8b8a-4afd-b20b-58f4ab061cb0,3356,4813,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,15.70%,8111,6573,14342
18_2e0936de-8b8a-4afd-b20b-58f4ab061cb0,87,1542,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,15.77%,6963,5419,14342
18_2e0936de-8b8a-4afd-b20b-58f4ab061cb0,3576,4819,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,13.41%,8111,6798,14342
18_2e0936de-8b8a-4afd-b20b-58f4ab061cb0,87,1328,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,13.49%,6736,5415,14342
18_2e0936de-8b8a-4afd-b20b-58f4ab061cb0,3795,4819,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,11.14%,8111,7020,14342
18_2e0936de-8b8a-4afd-b20b-58f4ab061cb0,89,1100,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,11.07%,6506,5422,14342
18_2e0936de-8b8a-4afd-b20b-58f4ab061cb0,4014,4813,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,8.73%,8111,7256,14342
18_2e0936de-8b8a-4afd-b20b-58f4ab061cb0,89,891,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,8.71%,6268,5415,14342
18_2e0936de-8b8a-4afd-b20b-58f4ab061cb0,4227,4816,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,6.44%,8111,7481,14342
18_2e0936de-8b8a-4afd-b20b-58f4ab061cb0,87,679,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,6.45%,6046,5415,14342
18_02eb7e2a-560b-4cdd-8e33-6052aeeb93a8,915,770,LmxM.19_left_10kb - bases 201 - 10000,1.48%,145,1,1811
18_02eb7e2a-560b-4cdd-8e33-6052aeeb93a8,929,747,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.85%,188,8,1811
18_2eb700b0-82b2-4472-8eb3-8693912fbe72,11247,1672,LmxM.14_left_10kb - bases 201 - 10000,99.96%,9799,4,15960
18_2ebfce2d-97cb-418b-bdc2-b4820502823e,1159,999,LmxM.19_left_10kb - bases 201 - 10000,1.64%,161,1,64386
18_2ebfce2d-97cb-418b-bdc2-b4820502823e,1160,972,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.93%,189,1,64386
18_2ed5df52-e04b-4cc8-9f20-3a8470acf2e4,1414,1263,LmxM.19_left_10kb - bases 201 - 10000,1.58%,155,1,37708
18_2ed5df52-e04b-4cc8-9f20-3a8470acf2e4,1415,1234,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.85%,182,2,37708
18_2ed5df52-e04b-4cc8-9f20-3a8470acf2e4,1395,1161,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.39%,234,1,37708
18_2ed5df52-e04b-4cc8-9f20-3a8470acf2e4,1407,1236,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.76%,172,1,37708
18_2ee1cefb-cd07-4b66-9d50-de92e79bf0bd,46195,46278,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.86%,91,8,48297
18_2eeb11e7-d7a1-4ade-b5e7-54cb81902c1a,3632,888,LmxM.05_left_10kb - bases 201 - 10000,28.82%,2839,16,3682
18_02f8c347-ea34-49f8-bb3e-c92ec481e972,3418,3840,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,4.40%,2675,2245,61619
18_02f8c347-ea34-49f8-bb3e-c92ec481e972,51547,61214,LmxM.19_left_10kb - bases 201 - 10000,100.00%,9800,1,61619
18_02f8c347-ea34-49f8-bb3e-c92ec481e972,54961,56307,LmxM.19_left_10kb - bases 201 - 10000,14.01%,7189,5817,61619
18_02f8c347-ea34-49f8-bb3e-c92ec481e972,54123,55436,LmxM.19_left_10kb - bases 201 - 10000,13.84%,6346,4991,61619
18_02f8c347-ea34-49f8-bb3e-c92ec481e972,55786,56307,LmxM.19_left_10kb - bases 201 - 10000,5.35%,7197,6674,61619
18_02f8c347-ea34-49f8-bb3e-c92ec481e972,54123,54610,LmxM.19_left_10kb - bases 201 - 10000,5.08%,5489,4992,61619
18_02f8c347-ea34-49f8-bb3e-c92ec481e972,8362,8782,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,4.40%,2675,2245,61619
18_2f51f994-830e-470d-9ad7-e382476335d8,27838,37492,LmxM.31 (reversed)_right_10kb - bases 201 - 10000,99.93%,9793,1,37889
18_2f023879-d2cd-4c01-b7eb-dbd5f6e349bb,9796,2804,LmxM.05_left_10kb - bases 201 - 10000,73.16%,7170,1,9847
18_2fb18741-023d-48c5-85b3-043b88c7a6a2,10257,581,LmxM.07_left_10kb - bases 201 - 10000,100.00%,9800,1,24082
18_3a3f1eaf-b8a7-441f-9466-56bb2e0f4fe0,1959,1869,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,11519
18_3a3f1eaf-b8a7-441f-9466-56bb2e0f4fe0,1960,1841,LmxM.12_left_10kb - bases 201 - 10000,1.22%,121,2,11519
18_3a3f1eaf-b8a7-441f-9466-56bb2e0f4fe0,1959,1817,LmxM.19_left_10kb - bases 201 - 10000,1.48%,145,1,11519
18_3a3f1eaf-b8a7-441f-9466-56bb2e0f4fe0,1959,1761,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,11519
18_3a3f1eaf-b8a7-441f-9466-56bb2e0f4fe0,1959,1794,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.69%,170,5,11519
18_3a4e6baf-caa8-4007-8159-f5367b28892a,39484,39901,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,4.39%,2675,2246,41864
18_3a6cf722-9bda-4db7-81a4-0b50c26bdf99,1895,1693,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,2.07%,205,3,54812
18_3a70687d-f621-47cb-a2a2-95ae1a28f4b4,38894,48595,LmxM.05_left_10kb - bases 201 - 10000,100.00%,9800,1,52061
18_3a70687d-f621-47cb-a2a2-95ae1a28f4b4,48522,48691,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.72%,170,2,52061
18_3a70687d-f621-47cb-a2a2-95ae1a28f4b4,48529,48758,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.40%,235,1,52061
18_3a70687d-f621-47cb-a2a2-95ae1a28f4b4,48522,48689,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.71%,168,1,52061
18_3a791512-202e-40e0-a17e-bf12a90134ba,78,4168,LmxM.24_left_10kb - bases 201 - 10000,41.99%,4115,1,5043
18_3aa616c6-2904-4e54-a3d9-8e175a059a50,24076,33813,LmxM.19_left_10kb - bases 201 - 10000,100.00%,9800,1,34618
18_3aa616c6-2904-4e54-a3d9-8e175a059a50,27505,28887,LmxM.19_left_10kb - bases 201 - 10000,14.13%,7201,5817,34618
18_3aa616c6-2904-4e54-a3d9-8e175a059a50,26658,28033,LmxM.19_left_10kb - bases 201 - 10000,14.12%,6346,4963,34618
18_3aa616c6-2904-4e54-a3d9-8e175a059a50,28362,28887,LmxM.19_left_10kb - bases 201 - 10000,5.39%,7201,6674,34618
18_3aa616c6-2904-4e54-a3d9-8e175a059a50,26658,27182,LmxM.19_left_10kb - bases 201 - 10000,5.38%,5489,4963,34618
18_3aa616c6-2904-4e54-a3d9-8e175a059a50,33716,33869,LmxM.27_left_10kb - bases 201 - 10000,1.57%,154,1,34618
18_3aa616c6-2904-4e54-a3d9-8e175a059a50,33660,33836,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.86%,186,5,34618
18_3af0ea0e-42a0-45db-86a1-afac969836fc,2516,2426,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,65834
18_3af0ea0e-42a0-45db-86a1-afac969836fc,2516,2318,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,65834
18_3af0ea0e-42a0-45db-86a1-afac969836fc,2516,2351,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.68%,172,8,65834
18_3af2b026-2431-4c31-8b62-f46a2bfbdc10,2127,1976,LmxM.19_left_10kb - bases 201 - 10000,1.58%,155,1,28107
18_3af2b026-2431-4c31-8b62-f46a2bfbdc10,2128,1947,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.85%,182,2,28107
18_3af2b026-2431-4c31-8b62-f46a2bfbdc10,2106,1874,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.37%,232,1,28107
18_3af2b026-2431-4c31-8b62-f46a2bfbdc10,2120,1949,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.76%,172,1,28107
18_3b1f91a8-77f6-48ac-af85-b5e4ccd345d4,3616,3706,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,5322
18_3b1f91a8-77f6-48ac-af85-b5e4ccd345d4,3616,3780,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.67%,172,9,5322
18_3b7ccf2f-c3b7-4a15-9f2a-543760cea16c,4934,1895,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,31.78%,3114,1,4937
18_3b781839-b252-40ad-90d0-e64dad117b83,635,465,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.71%,175,8,9870
18_3bc8263f-c4a0-4b46-af2d-45de3d46d0ba,2138,1956,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.85%,188,8,10146
18_3bc8263f-c4a0-4b46-af2d-45de3d46d0ba,2111,1880,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.40%,235,1,10146
18_3bebbf65-dc55-4f1d-bdbc-a80d1133a962,78,1995,LmxM.05_left_10kb - bases 201 - 10000,19.84%,1944,1,2729
18_3bebbf65-dc55-4f1d-bdbc-a80d1133a962,1929,2153,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.40%,235,1,2729
18_3bfeba69-6bad-4d25-bd78-4dc7e9b78630,87,3610,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,36.44%,3571,1,35767
18_3c0e4438-022c-4533-87d9-0aecff4f49e5,73,4677,LmxM.14_left_10kb - bases 201 - 10000,47.36%,4641,1,5619
18_3c2ee2e7-8166-4ea2-b218-7642d6d9885d,11047,1363,LmxM.33_left_10kb - bases 201 - 10000,99.89%,9789,1,11632
18_3c2ee2e7-8166-4ea2-b218-7642d6d9885d,10154,9849,LmxM.33_left_10kb - bases 201 - 10000,3.13%,4315,4009,11632
18_3c2ee2e7-8166-4ea2-b218-7642d6d9885d,9862,10154,LmxM.33_left_10kb - bases 201 - 10000,3.00%,918,625,11632
18_3c2ee2e7-8166-4ea2-b218-7642d6d9885d,5615,5316,LmxM.33_left_10kb - bases 201 - 10000,3.06%,8898,8599,11632
18_3c2ee2e7-8166-4ea2-b218-7642d6d9885d,5315,5643,LmxM.33_left_10kb - bases 201 - 10000,3.36%,926,598,11632
18_3c2ee2e7-8166-4ea2-b218-7642d6d9885d,1955,2278,LmxM.33_left_10kb - bases 201 - 10000,3.37%,4343,4014,11632
18_3c2ee2e7-8166-4ea2-b218-7642d6d9885d,1984,2270,LmxM.33_left_10kb - bases 201 - 10000,2.99%,8898,8606,11632
18_3c38c9b5-8161-4129-af4d-ae0b7e833411,8431,8521,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,9061
18_3c38c9b5-8161-4129-af4d-ae0b7e833411,8431,8627,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,9061
18_3c801f64-5d77-4911-8402-76e5da8f60a9,641,408,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.39%,234,1,26194
18_3c283872-98d4-466f-ab85-66f5cbc6bc9d,696,528,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.71%,175,8,6202
18_3cb16a64-ebe2-421a-a9d3-94fbfa37afe9,32993,42717,LmxM.19_left_10kb - bases 201 - 10000,100.00%,9800,1,43618
18_3cb16a64-ebe2-421a-a9d3-94fbfa37afe9,35552,36922,LmxM.19_left_10kb - bases 201 - 10000,14.12%,6346,4963,43618
18_3cb16a64-ebe2-421a-a9d3-94fbfa37afe9,36398,37780,LmxM.19_left_10kb - bases 201 - 10000,14.13%,7201,5817,43618
18_3cb16a64-ebe2-421a-a9d3-94fbfa37afe9,35552,36076,LmxM.19_left_10kb - bases 201 - 10000,5.38%,5489,4963,43618
18_3cb16a64-ebe2-421a-a9d3-94fbfa37afe9,37251,37780,LmxM.19_left_10kb - bases 201 - 10000,5.39%,7201,6674,43618
18_3cb16a64-ebe2-421a-a9d3-94fbfa37afe9,42560,42773,LmxM.27_left_10kb - bases 201 - 10000,2.21%,217,1,43618
18_3cb16a64-ebe2-421a-a9d3-94fbfa37afe9,433,810,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,3.96%,2675,2288,43618
18_3ce2626e-6f8d-40d6-8d4e-e6a2ab031bbc,74,1151,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,11.18%,1096,1,2677
18_3cf78506-1050-4d11-8599-668e235ea1c5,28263,28353,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,30397
18_3cf78506-1050-4d11-8599-668e235ea1c5,28263,28461,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,30397
18_3d512848-7ec2-430b-906f-83a98f3f7c0c,7370,817,LmxM.13_left_10kb - bases 201 - 10000,68.65%,6728,1,7424
18_3dbe6235-1c9b-4e0e-80fe-d36762acafdf,941,868,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.77%,96,22,80735
18_3dbe6235-1c9b-4e0e-80fe-d36762acafdf,1321,1088,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,2.39%,234,1,80735
18_3dc3744e-95c8-483b-bc45-4ddda7b1f6c2,14866,15034,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.71%,175,8,16306
18_3e8a580e-d6c0-407a-9988-c12012c451cf,70,685,LmxM.28_left_10kb - bases 201 - 10000,6.49%,636,1,6386
18_3e8a7023-2d2b-46ec-9507-a55b46766237,9945,335,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,99.95%,9800,6,15186
18_3e900c37-74db-4322-86d3-9ac5df3d517c,19503,29015,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,99.68%,9800,32,29618
18_3e900c37-74db-4322-86d3-9ac5df3d517c,19589,21640,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,21.40%,8827,6731,29618
18_3e900c37-74db-4322-86d3-9ac5df3d517c,20445,22497,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,21.46%,9707,7605,29618
18_3e900c37-74db-4322-86d3-9ac5df3d517c,19589,20779,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,12.50%,7949,6725,29618
18_3e900c37-74db-4322-86d3-9ac5df3d517c,21305,22497,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,12.50%,9707,8483,29618
18_3e900c37-74db-4322-86d3-9ac5df3d517c,10115,10553,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,4.48%,8834,8396,29618
18_3e900c37-74db-4322-86d3-9ac5df3d517c,10115,10553,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,4.48%,7956,7518,29618
18_3e900c37-74db-4322-86d3-9ac5df3d517c,10126,10553,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,4.35%,9701,9276,29618
18_3e900c37-74db-4322-86d3-9ac5df3d517c,10115,10468,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,3.61%,7078,6725,29618
18_3e07959a-b40f-4444-9785-84d4f9ac55c6,21635,12031,LmxM.24_left_10kb - bases 201 - 10000,99.72%,9773,1,34843
18_3e491560-7a6f-4fb4-8012-5f9e251d1fbe,11554,1774,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,100.00%,9800,1,47336
18_3e491560-7a6f-4fb4-8012-5f9e251d1fbe,1931,1706,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.32%,231,5,47336
18_3ea779b7-4692-4f68-a808-2a058ce628f8,14221,23967,LmxM.33_left_10kb - bases 201 - 10000,100.00%,9800,1,24735
18_3ea779b7-4692-4f68-a808-2a058ce628f8,19967,19634,LmxM.33_left_10kb - bases 201 - 10000,3.41%,930,597,24735
18_3ea779b7-4692-4f68-a808-2a058ce628f8,19663,19968,LmxM.33_left_10kb - bases 201 - 10000,3.12%,8898,8593,24735
18_3ea779b7-4692-4f68-a808-2a058ce628f8,23372,23040,LmxM.33_left_10kb - bases 201 - 10000,3.41%,4343,4010,24735
18_3ea779b7-4692-4f68-a808-2a058ce628f8,15117,15423,LmxM.33_left_10kb - bases 201 - 10000,3.12%,4314,4009,24735
18_3ea779b7-4692-4f68-a808-2a058ce628f8,15410,15117,LmxM.33_left_10kb - bases 201 - 10000,2.99%,918,626,24735
18_3ea779b7-4692-4f68-a808-2a058ce628f8,23343,23052,LmxM.33_left_10kb - bases 201 - 10000,2.99%,8898,8606,24735
18_3ea779b7-4692-4f68-a808-2a058ce628f8,2409,2060,LmxM.33_left_10kb - bases 201 - 10000,3.36%,4337,4009,24735
18_3ea779b7-4692-4f68-a808-2a058ce628f8,2386,2042,LmxM.33_left_10kb - bases 201 - 10000,3.32%,8898,8574,24735
18_3ea779b7-4692-4f68-a808-2a058ce628f8,2073,2399,LmxM.33_left_10kb - bases 201 - 10000,3.12%,918,613,24735
18_3f0d6092-a07f-4675-a29b-788aeb94b6ea,22568,32242,LmxM.34 (reversed)_right_10kb - bases 201 - 10000,100.00%,9800,1,33086
18_3f7d40fc-9463-4dc6-9a1c-8c9c424dec93,66998,67789,LmxM.07_left_10kb - bases 201 - 10000,8.34%,828,12,109014
18_3f7d40fc-9463-4dc6-9a1c-8c9c424dec93,19223,9550,LmxM.28_left_10kb - bases 201 - 10000,100.00%,9800,1,109014
18_03f27e72-e7d9-493b-9c6c-78b5a67e1b30,982,1154,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.77%,174,2,3660
18_03f27e72-e7d9-493b-9c6c-78b5a67e1b30,994,1223,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.39%,234,1,3660
18_3f317d37-ec7b-4a44-b953-07f25b2e964f,9678,19319,LmxM.28_left_10kb - bases 201 - 10000,100.00%,9800,1,27931
18_3f935cc4-7c5e-41a4-a933-63308f5d716b,33521,43190,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,100.00%,9800,1,43896
18_3f6453c7-2bd0-411c-93b9-49f17192d3ef,6522,6690,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.71%,175,8,7226
18_3fc9bce6-4267-4de3-bf82-234a458d5adb,7051,2268,LmxM.05_left_10kb - bases 201 - 10000,50.03%,4926,24,7107
18_3fc381ba-4c55-4a4a-afb1-629dc5406064,3087,2919,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.71%,175,8,9791
18_3fda944b-6b54-440d-bb58-386dcd940a18,67137,67305,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.71%,175,8,68782
18_3ff9ff9c-b8e4-4134-81d6-cbad7343d59a,640,489,LmxM.19_left_10kb - bases 201 - 10000,1.58%,155,1,7044
18_3ff9ff9c-b8e4-4134-81d6-cbad7343d59a,641,460,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.85%,182,2,7044
18_3ff9ff9c-b8e4-4134-81d6-cbad7343d59a,621,387,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.39%,234,1,7044
18_3ff9ff9c-b8e4-4134-81d6-cbad7343d59a,633,462,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.76%,172,1,7044
18_4a9d1b53-0203-464e-b69a-7998652390ba,2388,2585,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,7925
18_4a9d1b53-0203-464e-b69a-7998652390ba,2388,2552,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.68%,172,8,7925
18_4a55ace9-70d6-4195-aa2f-374ad4f3c8f5,10025,283,LmxM.31 (reversed)_right_10kb - bases 201 - 10000,100.00%,9800,1,87098
18_4a925502-9ead-4046-bace-bbe16b91f8a6,11678,2039,LmxM.34 (reversed)_right_10kb - bases 201 - 10000,100.00%,9800,1,23086
18_4af527d3-307d-4806-92ba-fa2efd3d5f6d,9275,9699,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,4.35%,2670,2245,11969
18_4b0b9631-3652-4447-992f-ccae60815676,5621,5740,LmxM.12_left_10kb - bases 201 - 10000,1.22%,121,2,12108
18_4b0b9631-3652-4447-992f-ccae60815676,5622,5764,LmxM.19_left_10kb - bases 201 - 10000,1.48%,145,1,12108
18_4b0b9631-3652-4447-992f-ccae60815676,5622,5820,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,12108
18_4b0b9631-3652-4447-992f-ccae60815676,5622,5787,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.69%,170,5,12108
18_4b0b9631-3652-4447-992f-ccae60815676,5622,5712,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,12108
18_4b7bfd80-98e7-4279-bc80-d7334f557072,2816,3053,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,2.39%,234,1,6456
18_4b7ff6bd-d07f-4012-8071-2f487885ead6,69,5925,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,60.31%,5910,1,9688
18_4b7ff6bd-d07f-4012-8071-2f487885ead6,5768,5993,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.32%,231,5,9688
18_4b26adb7-7514-4c06-b50e-2a90d47edeed,73,2710,LmxM.23_left_10kb - bases 201 - 10000,27.45%,2690,1,19320
18_4b26adb7-7514-4c06-b50e-2a90d47edeed,2626,2795,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.73%,173,4,19320
18_4bff8256-2524-4958-bc88-4b7cc7bba5b2,75,2573,LmxM.28_left_10kb - bases 201 - 10000,25.62%,2511,1,4689
18_4c6ca3a4-cf7c-4c17-a938-c8e47b6e4b8a,41206,50917,LmxM.31 (reversed)_right_10kb - bases 201 - 10000,100.00%,9800,1,52360
18_4d3cc5a4-a307-46fa-a685-70efb6141dc2,19447,19537,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,22594
18_4d4a2f4b-847c-41ea-9986-49db63afda88,2496,1094,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,14.71%,1442,1,2547
