Name,Hit end,Hit start,Query,Query coverage,Query end,Query start,Sequence Length,Barcode,Read,Chromosome,Overhang,Sample,ValueToSubtract,AdjustedOverhang
18_b2c7ab5b-bf67-4744-a718-c8b897e04c27,12486,22178,LmxM.05_left_10kb - bases 201 - 10000,100.0,9800,1,22545,18,18_b2c7ab5b-bf67-4744-a718-c8b897e04c27,05L,367.0,ΔTERT,167,200.0
18_b2c25582-cb1e-45f9-abf4-00420f1f3864,14475,24157,LmxM.13_left_10kb - bases 201 - 10000,99.99,9799,1,25267,18,18_b2c25582-cb1e-45f9-abf4-00420f1f3864,13L,1110.0,ΔTERT,118,992.0
18_b4c5947d-0567-4c77-83aa-09a6d566d1e9,29155,19708,LmxM.24_left_10kb - bases 201 - 10000,99.7,9779,9,29670,18,18_b4c5947d-0567-4c77-83aa-09a6d566d1e9,24L,19708.0,ΔTERT,148,19560.0
18_b4ef907b-2d4b-4cf7-9e0f-1d0e57259551,11659,2022,LmxM.05_left_10kb - bases 201 - 10000,100.0,9800,1,51552,18,18_b4ef907b-2d4b-4cf7-9e0f-1d0e57259551,05L,2022.0,ΔTERT,167,1855.0
18_b7ee11a7-46ed-43f7-a01e-cf0daf75e6d5,59,6975,LmxM.07_left_10kb - bases 201 - 10000,71.49,7006,1,8015,18,18_b7ee11a7-46ed-43f7-a01e-cf0daf75e6d5,07L,1040.0,ΔTERT,58,982.0
18_b7ff3fe5-c576-42a6-bb4a-2237338def85,7905,634,LmxM.33_left_10kb - bases 201 - 10000,75.52,7401,1,7944,18,18_b7ff3fe5-c576-42a6-bb4a-2237338def85,33L,634.0,ΔTERT,85,549.0
18_b08d0374-dce8-45e9-ba20-0e3d91351bb4,8154,17885,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,99.99,9800,2,18549,18,18_b08d0374-dce8-45e9-ba20-0e3d91351bb4,23R,664.0,ΔTERT,186,478.0
18_b8e7bf5a-5e09-4567-9053-bced5bd41afd,25817,35469,LmxM.31 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,37726,18,18_b8e7bf5a-5e09-4567-9053-bced5bd41afd,31R,2257.0,ΔTERT,95,2162.0
18_b30fec4a-84a4-4a74-82e4-77a0fd4b89d7,70,7140,LmxM.05_left_10kb - bases 201 - 10000,73.16,7170,1,9925,18,18_b30fec4a-84a4-4a74-82e4-77a0fd4b89d7,05L,2785.0,ΔTERT,167,2618.0
18_b51dacbd-78bd-483f-97e2-bc3ca8c2e5aa,6225,1606,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,47.29,4634,1,6227,18,18_b51dacbd-78bd-483f-97e2-bc3ca8c2e5aa,03R,1606.0,ΔTERT,96,1510.0
18_b620b6b8-7210-49ff-9214-86ded8e0637b,7153,560,LmxM.12_left_10kb - bases 201 - 10000,68.38,6701,1,7203,18,18_b620b6b8-7210-49ff-9214-86ded8e0637b,12L,560.0,ΔTERT,168,392.0
18_b857f949-27a1-4e22-8eea-9178f5b60da0,11535,2164,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,97.08,9514,1,12060,18,18_b857f949-27a1-4e22-8eea-9178f5b60da0,03R,2164.0,ΔTERT,96,2068.0
18_b11158eb-d2ae-4e0f-bbac-38eb79b100ab,13400,5506,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,82.68,8107,5,17256,18,18_b11158eb-d2ae-4e0f-bbac-38eb79b100ab,16R,5506.0,ΔTERT,168,5338.0
18_b63715ee-32bf-4616-9c20-8e44a32bf623,78,8593,LmxM.19_left_10kb - bases 201 - 10000,87.34,8559,1,8756,18,18_b63715ee-32bf-4616-9c20-8e44a32bf623,19L,163.0,ΔTERT,128,35.0
18_b88841ea-849f-42d2-9f41-cd4ff533272e,10111,390,LmxM.33_left_10kb - bases 201 - 10000,100.0,9800,1,21804,18,18_b88841ea-849f-42d2-9f41-cd4ff533272e,33L,390.0,ΔTERT,85,305.0
18_b3371940-5623-4e93-b503-115997199525,12894,6402,LmxM.24_left_10kb - bases 201 - 10000,67.26,6592,2,12942,18,18_b3371940-5623-4e93-b503-115997199525,24L,6402.0,ΔTERT,148,6254.0
18_b8299832-c34c-49cc-9a63-f3747cd5fbb7,12391,22098,LmxM.31 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,22605,18,18_b8299832-c34c-49cc-9a63-f3747cd5fbb7,31R,507.0,ΔTERT,95,412.0
18_baa1ec63-3692-4926-9a86-ada3a7245350,7058,16750,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,17264,18,18_baa1ec63-3692-4926-9a86-ada3a7245350,18R,514.0,ΔTERT,186,328.0
18_bb1f6c77-734c-48ac-8dbb-c4137d539003,13297,22879,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,42427,18,18_bb1f6c77-734c-48ac-8dbb-c4137d539003,09R,19548.0,ΔTERT,28,19520.0
18_bb68d83d-8807-4873-8b1f-33c4ceb64443,10446,944,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,17506,18,18_bb68d83d-8807-4873-8b1f-33c4ceb64443,15R,944.0,ΔTERT,136,808.0
18_bb3426e2-bd12-4813-b247-9bfad32ff952,8278,1525,LmxM.31 (reversed)_right_10kb - bases 201 - 10000,69.22,6784,1,8284,18,18_bb3426e2-bd12-4813-b247-9bfad32ff952,31R,1525.0,ΔTERT,95,1430.0
18_bbf4194d-60fe-4b10-b239-60a1a528ff46,11092,1430,LmxM.13_left_10kb - bases 201 - 10000,100.0,9800,1,30451,18,18_bbf4194d-60fe-4b10-b239-60a1a528ff46,13L,1430.0,ΔTERT,118,1312.0
18_bd761e81-d100-4a82-9a5f-6444b5508d6d,17787,9045,LmxM.12_left_10kb - bases 201 - 10000,89.62,8783,1,17795,18,18_bd761e81-d100-4a82-9a5f-6444b5508d6d,12L,9045.0,ΔTERT,168,8877.0
18_be0fb3a8-85c9-412c-b082-4a4ec6c82d87,68,3176,LmxM.31 (reversed)_right_10kb - bases 201 - 10000,32.28,3163,1,4143,18,18_be0fb3a8-85c9-412c-b082-4a4ec6c82d87,31R,967.0,ΔTERT,95,872.0
18_be75d975-d3cf-4c58-87ac-354e04dee93d,10125,456,LmxM.19_left_10kb - bases 201 - 10000,100.0,9800,1,12035,18,18_be75d975-d3cf-4c58-87ac-354e04dee93d,19L,456.0,ΔTERT,128,328.0
18_be1151f7-27d4-4fd5-a884-d8181d758a71,19265,28997,LmxM.19_left_10kb - bases 201 - 10000,100.0,9800,1,29456,18,18_be1151f7-27d4-4fd5-a884-d8181d758a71,19L,459.0,ΔTERT,128,331.0
18_be128805-ffa5-47d6-8a91-8b94c1e71286,10918,4179,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,70.54,6913,1,10928,18,18_be128805-ffa5-47d6-8a91-8b94c1e71286,16R,4179.0,ΔTERT,168,4011.0
18_bee5c61b-9f7d-4659-b0a3-2417c124af20,15224,5499,LmxM.14_left_10kb - bases 201 - 10000,100.0,9800,1,19065,18,18_bee5c61b-9f7d-4659-b0a3-2417c124af20,14L,5499.0,ΔTERT,129,5370.0
18_bef8d39d-633e-4c8c-9294-93c16ff3d2fe,73,8621,LmxM.13_left_10kb - bases 201 - 10000,87.74,8599,1,10765,18,18_bef8d39d-633e-4c8c-9294-93c16ff3d2fe,13L,2144.0,ΔTERT,118,2026.0
18_beffdca7-626c-472c-a36b-1c6e97403e34,10821,1638,LmxM.34 (reversed)_right_10kb - bases 201 - 10000,94.41,9252,1,10824,18,18_beffdca7-626c-472c-a36b-1c6e97403e34,34R,1638.0,ΔTERT,163,1475.0
18_c1a1ef3b-5ed2-4b12-a1c3-105f6cde2658,58015,67741,LmxM.31 (reversed)_right_10kb - bases 201 - 10000,99.65,9766,1,68605,18,18_c1a1ef3b-5ed2-4b12-a1c3-105f6cde2658,31R,864.0,ΔTERT,95,769.0
18_c1f7cf54-ad70-4d27-8391-cd691620f74d,69,7352,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,75.59,7415,8,7894,18,18_c1f7cf54-ad70-4d27-8391-cd691620f74d,12R,542.0,ΔTERT,133,409.0
18_c2f6696f-ecfc-4e15-bfe8-0c8d896e1fe6,65,7494,LmxM.24_left_10kb - bases 201 - 10000,76.52,7499,1,8009,18,18_c2f6696f-ecfc-4e15-bfe8-0c8d896e1fe6,24L,515.0,ΔTERT,148,367.0
18_c3dabd1a-ba6e-4c8c-833c-5bf0b27d1e82,52918,62467,LmxM.28_left_10kb - bases 201 - 10000,100.0,9800,1,71433,18,18_c3dabd1a-ba6e-4c8c-833c-5bf0b27d1e82,28L,8966.0,ΔTERT,122,8844.0
18_c3f215ca-0cb9-4afd-a490-fa8a04edb738,5258,1432,LmxM.33_left_10kb - bases 201 - 10000,39.82,3902,1,5266,18,18_c3f215ca-0cb9-4afd-a490-fa8a04edb738,33L,1432.0,ΔTERT,85,1347.0
18_c6b04643-55c6-4826-8838-6126170f78cc,22297,13485,LmxM.23_left_10kb - bases 201 - 10000,91.03,8921,1,22305,18,18_c6b04643-55c6-4826-8838-6126170f78cc,23L,13485.0,ΔTERT,182,13303.0
18_c8f145c0-f6cf-4c6a-bb09-050bb72f1bda,31130,21352,LmxM.24_left_10kb - bases 201 - 10000,100.0,9800,1,32896,18,18_c8f145c0-f6cf-4c6a-bb09-050bb72f1bda,24L,21352.0,ΔTERT,148,21204.0
18_c9e8e9d9-a732-4baa-9b33-76ef972f16cf,10674,902,LmxM.23_left_10kb - bases 201 - 10000,100.0,9800,1,22664,18,18_c9e8e9d9-a732-4baa-9b33-76ef972f16cf,23L,902.0,ΔTERT,182,720.0
18_c24c99d1-5974-410f-a3b3-021b5571fb4f,13183,22906,LmxM.33_left_10kb - bases 201 - 10000,100.0,9800,1,23950,18,18_c24c99d1-5974-410f-a3b3-021b5571fb4f,33L,1044.0,ΔTERT,85,959.0
18_c67d33f3-273d-44f8-87d3-c6f9f0aa15d0,12233,2484,LmxM.33_left_10kb - bases 201 - 10000,100.0,9800,1,18075,18,18_c67d33f3-273d-44f8-87d3-c6f9f0aa15d0,33L,2484.0,ΔTERT,85,2399.0
18_c82d8e70-fc0c-4158-8ec2-a5e013267dcd,49149,58600,LmxM.13_left_10kb - bases 201 - 10000,99.97,9800,4,59576,18,18_c82d8e70-fc0c-4158-8ec2-a5e013267dcd,13L,976.0,ΔTERT,118,858.0
18_c95a2fb4-adb3-429f-8bb9-f35515ae7bf5,74,5721,LmxM.31 (reversed)_right_10kb - bases 201 - 10000,57.94,5678,1,6376,18,18_c95a2fb4-adb3-429f-8bb9-f35515ae7bf5,31R,655.0,ΔTERT,95,560.0
18_c095cd35-e070-4833-80c4-65ae6bf6658a,14050,4385,LmxM.24_left_10kb - bases 201 - 10000,99.96,9796,1,57759,18,18_c095cd35-e070-4833-80c4-65ae6bf6658a,24L,4385.0,ΔTERT,148,4237.0
18_c97d8a62-84ce-4a55-ba46-2e1bcd8f6714,71,6931,LmxM.28_left_10kb - bases 201 - 10000,71.36,6993,1,8941,18,18_c97d8a62-84ce-4a55-ba46-2e1bcd8f6714,28L,2010.0,ΔTERT,122,1888.0
18_c0183ed3-b0b2-400f-9848-d3975ea8f64f,12671,3441,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,95.12,9322,1,12673,18,18_c0183ed3-b0b2-400f-9848-d3975ea8f64f,15R,3441.0,ΔTERT,136,3305.0
18_c1494f5d-1dab-4c26-86bb-57b7a8490e39,10616,939,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,33168,18,18_c1494f5d-1dab-4c26-86bb-57b7a8490e39,23R,939.0,ΔTERT,186,753.0
18_c731523c-5469-41ac-841d-9fe0b020b09a,13184,22691,LmxM.19_left_10kb - bases 201 - 10000,99.83,9795,13,22974,18,18_c731523c-5469-41ac-841d-9fe0b020b09a,19L,283.0,ΔTERT,128,155.0
18_c1357161-4b99-4f7b-9373-f046865707d0,4889,795,LmxM.19_left_10kb - bases 201 - 10000,42.69,4184,1,43403,18,18_c1357161-4b99-4f7b-9373-f046865707d0,19L,795.0,ΔTERT,128,667.0
18_c2641726-4ac1-437e-9f3a-c11d51450a4d,6305,278,LmxM.31 (reversed)_right_10kb - bases 201 - 10000,61.9,6066,1,6305,18,18_c2641726-4ac1-437e-9f3a-c11d51450a4d,31R,278.0,ΔTERT,95,183.0
18_c3097093-f55d-489e-95b1-3ebf55049f86,49675,59280,LmxM.19_left_10kb - bases 201 - 10000,99.97,9797,1,59752,18,18_c3097093-f55d-489e-95b1-3ebf55049f86,19L,472.0,ΔTERT,128,344.0
18_cb7d6974-f3be-4840-a37b-a351415136a5,20274,29979,LmxM.12_left_10kb - bases 201 - 10000,100.0,9800,1,45445,18,18_cb7d6974-f3be-4840-a37b-a351415136a5,12L,15466.0,ΔTERT,168,15298.0
18_cb18feee-847b-481a-869e-563450e0dee8,24902,17684,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,74.07,7259,1,24904,18,18_cb18feee-847b-481a-869e-563450e0dee8,09R,17684.0,ΔTERT,28,17656.0
18_cb932d85-2669-4985-83b0-d0485e3d2a01,22190,12466,LmxM.24_left_10kb - bases 201 - 10000,99.96,9800,5,22930,18,18_cb932d85-2669-4985-83b0-d0485e3d2a01,24L,12466.0,ΔTERT,148,12318.0
18_cb1259c8-b5bd-4629-801a-edf5e4b4cb03,12649,22295,LmxM.07_left_10kb - bases 201 - 10000,99.88,9800,13,23885,18,18_cb1259c8-b5bd-4629-801a-edf5e4b4cb03,07L,1590.0,ΔTERT,58,1532.0
18_cc243b4f-66cf-41f1-8fc2-70f97c67255c,9659,2424,LmxM.33_left_10kb - bases 201 - 10000,75.66,7415,1,9664,18,18_cc243b4f-66cf-41f1-8fc2-70f97c67255c,33L,2424.0,ΔTERT,85,2339.0
18_cc442e6c-2418-4706-ab90-11b88c22a8bb,30384,20668,LmxM.24_left_10kb - bases 201 - 10000,99.98,9798,1,38018,18,18_cc442e6c-2418-4706-ab90-11b88c22a8bb,24L,20668.0,ΔTERT,148,20520.0
18_cd34d211-51c9-4ceb-bf28-26f1da6f63e9,72,9660,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,98.79,9681,1,24058,18,18_cd34d211-51c9-4ceb-bf28-26f1da6f63e9,09R,14398.0,ΔTERT,28,14370.0
18_ce3d9605-c593-487a-9853-86f4bcbe1eeb,11290,1845,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,99.94,9794,1,32660,18,18_ce3d9605-c593-487a-9853-86f4bcbe1eeb,18R,1845.0,ΔTERT,186,1659.0
18_ce96e5af-8210-4066-b50f-220b1fa3fd7a,7837,996,LmxM.14_left_10kb - bases 201 - 10000,70.73,6936,5,7837,18,18_ce96e5af-8210-4066-b50f-220b1fa3fd7a,14L,996.0,ΔTERT,129,867.0
18_cef4ce5b-bb46-40a4-ae97-41ab4acbc605,9018,559,LmxM.31 (reversed)_right_10kb - bases 201 - 10000,86.74,8501,1,9019,18,18_cef4ce5b-bb46-40a4-ae97-41ab4acbc605,31R,559.0,ΔTERT,95,464.0
18_cef31ced-83ce-4ac6-9519-b0d788749a7b,11143,1449,LmxM.33_left_10kb - bases 201 - 10000,100.0,9800,1,13323,18,18_cef31ced-83ce-4ac6-9519-b0d788749a7b,33L,1449.0,ΔTERT,85,1364.0
18_cf4afefb-1ab0-4e22-b552-79ad0650cb49,12225,2558,LmxM.05_left_10kb - bases 201 - 10000,100.0,9800,1,51794,18,18_cf4afefb-1ab0-4e22-b552-79ad0650cb49,05L,2558.0,ΔTERT,167,2391.0
18_cf5c27fb-1856-40e6-83e1-9b7aad457267,1643,11377,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,19913,18,18_cf5c27fb-1856-40e6-83e1-9b7aad457267,09R,8536.0,ΔTERT,28,8508.0
18_cfcda938-821e-4cc0-a73e-df9f4474744d,73131,82719,LmxM.05_left_10kb - bases 201 - 10000,100.0,9800,1,84072,18,18_cfcda938-821e-4cc0-a73e-df9f4474744d,05L,1353.0,ΔTERT,167,1186.0
18_d3e72586-e59e-4047-a057-80b5078fe4bc,79,6874,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,70.09,6869,1,9670,18,18_d3e72586-e59e-4047-a057-80b5078fe4bc,12R,2796.0,ΔTERT,133,2663.0
18_d5ef0271-9e38-47df-aa7d-61bb17e2ef9e,55395,65135,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,65555,18,18_d5ef0271-9e38-47df-aa7d-61bb17e2ef9e,15R,420.0,ΔTERT,136,284.0
18_d6dbe3a1-07da-477b-af1c-c531a710d35c,10687,981,LmxM.19_left_10kb - bases 201 - 10000,99.96,9796,1,33230,18,18_d6dbe3a1-07da-477b-af1c-c531a710d35c,19L,981.0,ΔTERT,128,853.0
18_d8c099dc-a237-4458-8b19-02e7d0c11537,1062,10702,LmxM.33_left_10kb - bases 201 - 10000,100.0,9800,1,11938,18,18_d8c099dc-a237-4458-8b19-02e7d0c11537,33L,1236.0,ΔTERT,85,1151.0
18_d09b41e7-1ecc-4e40-9b0b-3a7cecf5227f,18543,28234,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,29333,18,18_d09b41e7-1ecc-4e40-9b0b-3a7cecf5227f,15R,1099.0,ΔTERT,136,963.0
18_d13f80cb-70a2-4dc3-965b-16e644096a59,10942,20576,LmxM.27_left_10kb - bases 201 - 10000,100.0,9800,1,21906,18,18_d13f80cb-70a2-4dc3-965b-16e644096a59,27L,1330.0,ΔTERT,148,1182.0
18_d29e284d-8537-4bc7-8277-1a451a473328,22074,31705,LmxM.23_left_10kb - bases 201 - 10000,100.0,9800,1,33580,18,18_d29e284d-8537-4bc7-8277-1a451a473328,23L,1875.0,ΔTERT,182,1693.0
18_d29eb016-eb55-4a79-9186-ac97ae963f5f,10220,484,LmxM.05_left_10kb - bases 201 - 10000,100.0,9800,1,35507,18,18_d29eb016-eb55-4a79-9186-ac97ae963f5f,05L,484.0,ΔTERT,167,317.0
18_d37ddcb3-8360-4afb-90f7-91b72065c30b,42817,52535,LmxM.07_left_10kb - bases 201 - 10000,100.0,9800,1,54008,18,18_d37ddcb3-8360-4afb-90f7-91b72065c30b,07L,1473.0,ΔTERT,58,1415.0
18_d86ef2fa-a545-49be-a651-1f9fc783b2c7,10060,463,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,71422,18,18_d86ef2fa-a545-49be-a651-1f9fc783b2c7,12R,463.0,ΔTERT,133,330.0
18_d552f0ca-4b66-4e59-8278-4f92786495d1,18249,26131,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,82.74,8111,3,30119,18,18_d552f0ca-4b66-4e59-8278-4f92786495d1,16R,3988.0,ΔTERT,168,3820.0
18_d8304e3f-4d36-49ae-8700-9ef42596ca18,8826,503,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,85.74,8403,1,8833,18,18_d8304e3f-4d36-49ae-8700-9ef42596ca18,18R,503.0,ΔTERT,186,317.0
18_d8834f77-a656-46fe-be5d-76b269e87fdb,9889,1961,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,82.77,8111,1,27752,18,18_d8834f77-a656-46fe-be5d-76b269e87fdb,16R,1961.0,ΔTERT,168,1793.0
18_d675429e-5402-4bc5-bc0f-687f19fcf222,73,8085,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,83.06,8141,2,9513,18,18_d675429e-5402-4bc5-bc0f-687f19fcf222,18R,1428.0,ΔTERT,186,1242.0
18_da6abd33-6cff-42e4-b804-ea99f9ca1e55,21441,31094,LmxM.31 (reversed)_right_10kb - bases 201 - 10000,99.71,9800,29,31292,18,18_da6abd33-6cff-42e4-b804-ea99f9ca1e55,31R,198.0,ΔTERT,95,103.0
18_db9adafe-7e74-44c5-83a0-e1606ab3dee6,10117,485,LmxM.27_left_10kb - bases 201 - 10000,100.0,9800,1,18424,18,18_db9adafe-7e74-44c5-83a0-e1606ab3dee6,27L,485.0,ΔTERT,148,337.0
18_dbb79cb3-a9e8-49c1-8f2c-877f4d2dceb1,12137,4243,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,82.72,8107,1,26304,18,18_dbb79cb3-a9e8-49c1-8f2c-877f4d2dceb1,16R,4243.0,ΔTERT,168,4075.0
18_dc0f2773-749c-44a6-9895-10fc3cef52f3,8748,657,LmxM.31 (reversed)_right_10kb - bases 201 - 10000,83.53,8186,1,8750,18,18_dc0f2773-749c-44a6-9895-10fc3cef52f3,31R,657.0,ΔTERT,95,562.0
18_dc6be23c-1d40-4ad5-ab06-cc3a26988301,11973,4441,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,77.52,7601,5,12016,18,18_dc6be23c-1d40-4ad5-ab06-cc3a26988301,09R,4441.0,ΔTERT,28,4413.0
18_dc6c0666-59ec-4966-acde-2dc9a0620cb4,10787,1110,LmxM.31 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,57264,18,18_dc6c0666-59ec-4966-acde-2dc9a0620cb4,31R,1110.0,ΔTERT,95,1015.0
18_dc901b3e-9a70-4d43-bb8c-48c796bf4d1a,8328,387,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,82.77,8111,1,14871,18,18_dc901b3e-9a70-4d43-bb8c-48c796bf4d1a,16R,387.0,ΔTERT,168,219.0
18_dc3151ae-b916-43e4-b355-19940ee769d3,6293,685,LmxM.31 (reversed)_right_10kb - bases 201 - 10000,57.94,5678,1,6341,18,18_dc3151ae-b916-43e4-b355-19940ee769d3,31R,685.0,ΔTERT,95,590.0
18_dc8977b1-a940-4c14-bb8a-f09fa85a6a28,42935,33246,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,43095,18,18_dc8977b1-a940-4c14-bb8a-f09fa85a6a28,09R,33246.0,ΔTERT,28,33218.0
18_de91b0f6-ad64-42a8-88e5-85e404262536,10478,812,LmxM.34 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,56290,18,18_de91b0f6-ad64-42a8-88e5-85e404262536,34R,812.0,ΔTERT,163,649.0
18_df8ce386-0a44-4340-af19-c2e4999ef8f2,16966,7371,LmxM.28_left_10kb - bases 201 - 10000,99.99,9799,1,26893,18,18_df8ce386-0a44-4340-af19-c2e4999ef8f2,28L,7371.0,ΔTERT,122,7249.0
18_e1aa6b3a-06d8-4076-ad14-49a6cb3a4052,10486,820,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,25883,18,18_e1aa6b3a-06d8-4076-ad14-49a6cb3a4052,23R,820.0,ΔTERT,186,634.0
18_e2b0a399-1adb-43d8-bb6f-710c5f817f41,10045,501,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,33553,18,18_e2b0a399-1adb-43d8-bb6f-710c5f817f41,15R,501.0,ΔTERT,136,365.0
18_e2d71a85-c2fa-4251-aae4-f8d7ec3de93c,7445,4251,LmxM.01_left_10kb - bases 201 - 10000,33.27,3260,1,7447,18,18_e2d71a85-c2fa-4251-aae4-f8d7ec3de93c,01L,4251.0,ΔTERT,114,4137.0
18_e3d02c31-4237-41c2-9d1d-200a7926ba4b,10495,838,LmxM.34 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,45438,18,18_e3d02c31-4237-41c2-9d1d-200a7926ba4b,34R,838.0,ΔTERT,163,675.0
18_e5f0695c-5c34-4902-bb9b-c4b7cda70560,32273,40210,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,82.77,8111,1,44617,18,18_e5f0695c-5c34-4902-bb9b-c4b7cda70560,16R,4407.0,ΔTERT,168,4239.0
18_e07e4b89-b44c-464e-afa2-68567dffa32d,11434,3527,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,82.77,8111,1,19242,18,18_e07e4b89-b44c-464e-afa2-68567dffa32d,16R,3527.0,ΔTERT,168,3359.0
18_e7f37998-ff6e-4b32-9559-dba60450aa98,37016,46786,LmxM.12_left_10kb - bases 201 - 10000,100.0,9800,1,62111,18,18_e7f37998-ff6e-4b32-9559-dba60450aa98,12L,15325.0,ΔTERT,168,15157.0
18_e9e2552e-d269-4e1b-8c99-70c0dddcf498,74,6705,LmxM.13_left_10kb - bases 201 - 10000,68.65,6728,1,7454,18,18_e9e2552e-d269-4e1b-8c99-70c0dddcf498,13L,749.0,ΔTERT,118,631.0
18_e11d251a-76e4-4e7a-8b1e-4a0efb1a2e8a,71,5011,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,50.59,4958,1,5788,18,18_e11d251a-76e4-4e7a-8b1e-4a0efb1a2e8a,09R,777.0,ΔTERT,28,749.0
18_e41e843e-04b7-4bf7-9585-075c4786103a,60283,69867,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,70939,18,18_e41e843e-04b7-4bf7-9585-075c4786103a,15R,1072.0,ΔTERT,136,936.0
18_e42e8138-4e4a-44cf-bf03-6505d4eb2124,8261,17976,LmxM.05_left_10kb - bases 201 - 10000,99.98,9798,1,20571,18,18_e42e8138-4e4a-44cf-bf03-6505d4eb2124,05L,2595.0,ΔTERT,167,2428.0
18_e47cf1cc-d8a0-4541-a377-cb5b92cf4609,10067,444,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,65929,18,18_e47cf1cc-d8a0-4541-a377-cb5b92cf4609,12R,444.0,ΔTERT,133,311.0
18_e49d03b6-3087-46aa-88ac-a51a6232b9e4,22153,31684,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,99.93,9800,8,35881,18,18_e49d03b6-3087-46aa-88ac-a51a6232b9e4,09R,4197.0,ΔTERT,28,4169.0
18_e49f900c-758d-4043-9d73-8994bc07f2e4,15747,23691,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,82.88,8122,1,24327,18,18_e49f900c-758d-4043-9d73-8994bc07f2e4,16R,636.0,ΔTERT,168,468.0
18_e83fdbaf-4829-4a68-8132-e71ca5c6826f,16762,26211,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,99.95,9795,1,37895,18,18_e83fdbaf-4829-4a68-8132-e71ca5c6826f,09R,11684.0,ΔTERT,28,11656.0
18_e91a9f32-7f6d-433c-8c72-0590ecb60af8,30718,21028,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,38731,18,18_e91a9f32-7f6d-433c-8c72-0590ecb60af8,09R,21028.0,ΔTERT,28,21000.0
18_e471c076-30a9-4c10-a628-6f6f17b4560f,15429,25146,LmxM.13_left_10kb - bases 201 - 10000,100.0,9800,1,26023,18,18_e471c076-30a9-4c10-a628-6f6f17b4560f,13L,877.0,ΔTERT,118,759.0
18_e802fa85-82a7-4533-92c2-6bc38b5f305b,16180,6464,LmxM.14_left_10kb - bases 201 - 10000,99.99,9799,1,24494,18,18_e802fa85-82a7-4533-92c2-6bc38b5f305b,14L,6464.0,ΔTERT,129,6335.0
18_e3223aed-ceb6-4508-8258-b0d8f9aab224,19154,13182,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,61.18,5996,1,19165,18,18_e3223aed-ceb6-4508-8258-b0d8f9aab224,09R,13182.0,ΔTERT,28,13154.0
18_e7054f8b-9234-4e40-8713-d9e2e9a2fc1e,66,7846,LmxM.01_left_10kb - bases 201 - 10000,79.82,7822,1,9790,18,18_e7054f8b-9234-4e40-8713-d9e2e9a2fc1e,01L,1944.0,ΔTERT,114,1830.0
18_e630941b-33aa-47c2-acc2-2ca0c45492ff,10244,577,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,17189,18,18_e630941b-33aa-47c2-acc2-2ca0c45492ff,18R,577.0,ΔTERT,186,391.0
